@relation sbir_bayes

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute class {arborgreens,australia,barcelona,barcelona2,cambridge,campusinfall,cannonbeach,cherries,columbiagorge,football,geneva,greenlake,greenland,indonesia,iran,italy,japan,leaflesstrees,sanjuans,springflowers,swissmountains,yellowstone}

@data
0.021282,0.082703,0.190670,0.345298,0.550547,0.671020,0.960028,0.984783,0.989669,0.992546,0.994499,1.000000,0.024602,0.099224,0.257424,0.432959,0.565124,0.664561,0.778958,0.901134,0.948425,0.959897,0.967589,1.000000,0.092744,0.262807,0.377700,0.474660,0.560088,0.635408,0.698913,0.742898,0.773310,0.793698,0.811578,1.000000,arborgreens
0.023066,0.084509,0.159396,0.224201,0.396683,0.704685,0.918881,0.971450,0.984964,0.990441,0.993459,1.000000,0.093130,0.226702,0.418133,0.643696,0.902738,0.972022,0.986499,0.992247,0.995010,0.996567,0.997540,1.000000,0.005167,0.058418,0.223439,0.510673,0.727004,0.803833,0.848678,0.876719,0.896486,0.910535,0.923080,1.000000,arborgreens
0.065300,0.260660,0.521833,0.732297,0.835283,0.871926,0.956905,0.979828,0.985856,0.989320,0.992260,1.000000,0.029851,0.124427,0.304490,0.523423,0.673283,0.758650,0.825189,0.865680,0.896208,0.915929,0.932723,1.000000,0.151911,0.326302,0.490921,0.645318,0.769791,0.847563,0.905236,0.932610,0.951013,0.964390,0.975193,1.000000,arborgreens
0.160908,0.273932,0.361226,0.423907,0.470820,0.497637,0.535249,0.607610,0.700682,0.779649,0.857827,1.000000,0.244016,0.557972,0.797128,0.913191,0.963957,0.981011,0.988840,0.992942,0.995302,0.996703,0.997750,1.000000,0.001131,0.009002,0.101290,0.356276,0.635030,0.757193,0.814938,0.842697,0.863095,0.878708,0.892851,1.000000,arborgreens
0.021896,0.115488,0.194528,0.240488,0.493955,0.947087,0.994034,0.996556,0.997483,0.998055,0.998391,1.000000,0.065764,0.120743,0.241625,0.430862,0.687807,0.971615,0.993042,0.996737,0.998280,0.998905,0.999244,1.000000,0.001813,0.036517,0.138185,0.444465,0.710322,0.797855,0.831451,0.849012,0.862418,0.874409,0.890657,1.000000,arborgreens
0.008416,0.050030,0.169238,0.290362,0.444922,0.821840,0.990790,0.996391,0.997616,0.998165,0.998716,1.000000,0.036932,0.148966,0.353392,0.498832,0.607882,0.739315,0.884626,0.952932,0.973775,0.982095,0.986777,1.000000,0.013836,0.118052,0.326772,0.508658,0.585396,0.634154,0.679503,0.724812,0.772993,0.819452,0.871580,1.000000,arborgreens
0.017641,0.119107,0.238187,0.298828,0.399830,0.695058,0.983573,0.995386,0.997050,0.997735,0.998301,1.000000,0.085417,0.182395,0.366239,0.631527,0.864874,0.945307,0.977025,0.988410,0.993344,0.995598,0.996821,1.000000,0.014038,0.172073,0.390022,0.602148,0.727353,0.784399,0.814473,0.833690,0.848733,0.862265,0.878228,1.000000,arborgreens
0.010038,0.040582,0.088057,0.120863,0.276683,0.572079,0.953071,0.991465,0.995585,0.997176,0.998225,1.000000,0.077984,0.153129,0.288742,0.481814,0.748026,0.934159,0.978660,0.991921,0.996643,0.998427,0.999154,1.000000,0.000506,0.008267,0.097290,0.296608,0.538236,0.706643,0.814221,0.864546,0.890261,0.905276,0.918419,1.000000,arborgreens
0.001863,0.007597,0.057841,0.162493,0.317972,0.772746,0.992213,0.998976,0.999511,0.999740,0.999818,1.000000,0.070985,0.136106,0.277318,0.412026,0.531835,0.657693,0.810526,0.916740,0.954165,0.970618,0.979649,1.000000,0.021195,0.118231,0.277221,0.520951,0.617538,0.670170,0.713175,0.752372,0.790359,0.824341,0.857932,1.000000,arborgreens
0.001186,0.005556,0.046692,0.180256,0.539577,0.952149,0.997388,0.999509,0.999755,0.999813,0.999839,1.000000,0.010705,0.047713,0.180350,0.362082,0.518185,0.683731,0.895568,0.970471,0.983428,0.988822,0.991845,1.000000,0.009290,0.067725,0.223849,0.548193,0.699751,0.762413,0.812912,0.853730,0.888054,0.915821,0.940665,1.000000,arborgreens
0.002928,0.004997,0.008587,0.020547,0.080357,0.253519,0.777273,0.982678,0.993441,0.996834,0.998330,1.000000,0.015859,0.081409,0.287782,0.591529,0.840527,0.940670,0.974279,0.986210,0.991895,0.994638,0.996197,1.000000,0.006288,0.066365,0.217760,0.437799,0.754409,0.872260,0.943394,0.974397,0.987121,0.993139,0.996501,1.000000,arborgreens
0.000590,0.000876,0.001459,0.002380,0.016439,0.225502,0.848484,0.997955,0.999385,0.999800,0.999921,1.000000,0.007117,0.015127,0.061935,0.262259,0.650770,0.882994,0.962377,0.982888,0.991341,0.995163,0.997034,1.000000,0.005490,0.109764,0.406286,0.732032,0.921621,0.973119,0.986129,0.989323,0.990772,0.991722,0.992517,1.000000,arborgreens
0.000083,0.000120,0.000186,0.000658,0.046548,0.310633,0.886036,0.999021,0.999855,0.999965,0.999979,1.000000,0.000590,0.003020,0.022607,0.147019,0.481373,0.835136,0.938203,0.971172,0.985769,0.991751,0.994955,1.000000,0.008986,0.153628,0.387335,0.657646,0.831653,0.918175,0.946215,0.973697,0.997874,0.998724,0.998981,1.000000,arborgreens
0.000561,0.000992,0.003162,0.016054,0.202685,0.606570,0.924259,0.996470,0.999252,0.999538,0.999674,1.000000,0.002606,0.020479,0.101012,0.346894,0.671151,0.838994,0.909898,0.940302,0.957716,0.968390,0.975319,1.000000,0.047891,0.208412,0.433374,0.654457,0.792128,0.876031,0.935082,0.973098,0.989438,0.996107,0.998800,1.000000,arborgreens
0.026885,0.079197,0.118320,0.133918,0.151494,0.395644,0.785415,0.975072,0.986935,0.992089,0.994803,1.000000,0.241811,0.312828,0.399402,0.517996,0.702640,0.875496,0.956984,0.979127,0.988691,0.993113,0.995533,1.000000,0.004729,0.117291,0.322470,0.483961,0.577808,0.624897,0.665916,0.694630,0.708771,0.722159,0.737370,1.000000,arborgreens
0.000425,0.000616,0.001217,0.002301,0.098626,0.369911,0.875191,0.995598,0.999199,0.999645,0.999795,1.000000,0.002411,0.012972,0.070785,0.236305,0.570872,0.907664,0.971377,0.986575,0.993084,0.996044,0.997616,1.000000,0.007343,0.161352,0.480972,0.695373,0.802057,0.887812,0.912412,0.933195,0.980985,0.999858,0.999900,1.000000,arborgreens
0.172645,0.369822,0.427556,0.429957,0.432200,0.433385,0.490191,0.820198,0.872980,0.907816,0.941144,1.000000,0.034718,0.193707,0.543314,0.779533,0.885643,0.938191,0.961387,0.971766,0.978123,0.982093,0.984517,1.000000,0.026397,0.066637,0.157574,0.256413,0.360265,0.454566,0.566871,0.642916,0.687309,0.892834,0.987330,1.000000,australia
0.158012,0.495829,0.704060,0.733052,0.743927,0.749974,0.761159,0.837626,0.896230,0.936640,0.957745,1.000000,0.316963,0.562967,0.718856,0.810887,0.871322,0.917495,0.950581,0.967018,0.976409,0.981882,0.984896,1.000000,0.023045,0.060020,0.133783,0.205711,0.279314,0.355583,0.442019,0.545021,0.662053,0.769083,0.871475,1.000000,australia
0.327491,0.329394,0.329594,0.329686,0.330182,0.330469,0.340827,0.515846,0.665710,0.756640,0.867563,1.000000,0.065602,0.225753,0.465001,0.741198,0.873458,0.944689,0.977798,0.983835,0.988128,0.989682,0.990918,1.000000,0.033615,0.123570,0.227755,0.283335,0.302380,0.325263,0.420338,0.531519,0.786964,0.940149,0.970039,1.000000,australia
0.095336,0.657234,0.890960,0.926989,0.939666,0.951192,0.964635,0.982063,0.988850,0.991544,0.993886,1.000000,0.063021,0.221448,0.452468,0.725496,0.882731,0.944216,0.972546,0.984372,0.990407,0.993433,0.995056,1.000000,0.006301,0.031466,0.102343,0.196319,0.303448,0.412923,0.527328,0.643646,0.755658,0.842638,0.911572,1.000000,australia
0.150121,0.459823,0.486788,0.489550,0.491455,0.493601,0.503290,0.927129,0.961598,0.973401,0.983044,1.000000,0.030036,0.101715,0.233576,0.393547,0.591395,0.776812,0.942637,0.979677,0.987177,0.991060,0.993293,1.000000,0.016268,0.049975,0.115376,0.193277,0.277328,0.354927,0.426030,0.497726,0.595008,0.798858,0.933039,1.000000,australia
0.002731,0.004127,0.014307,0.022115,0.035202,0.076082,0.900248,0.963541,0.987030,0.993415,0.995104,1.000000,0.183631,0.268519,0.316787,0.340006,0.365885,0.400459,0.446736,0.499811,0.556966,0.623891,0.726638,1.000000,0.000000,0.000000,0.000000,0.012031,0.236406,0.432271,0.550326,0.655011,0.736747,0.777315,0.798405,1.000000,australia
0.214431,0.653925,0.809402,0.814966,0.816363,0.816919,0.817827,0.855387,0.883346,0.896982,0.903821,1.000000,0.292449,0.367009,0.541918,0.769355,0.916180,0.968854,0.985420,0.990023,0.992495,0.993426,0.994425,1.000000,0.014137,0.040326,0.125951,0.251993,0.363299,0.442586,0.496386,0.536582,0.591926,0.660085,0.701909,1.000000,australia
0.162020,0.283907,0.295850,0.297414,0.297889,0.343981,0.626607,0.845881,0.949022,0.973513,0.982170,1.000000,0.083857,0.357953,0.462219,0.583811,0.790527,0.961883,0.982254,0.989308,0.992871,0.994865,0.996276,1.000000,0.020319,0.066528,0.137537,0.219698,0.265884,0.338544,0.550781,0.646962,0.694112,0.725451,0.897806,1.000000,australia
0.222735,0.503326,0.667037,0.693519,0.703745,0.707341,0.709093,0.711123,0.720728,0.795461,0.893417,1.000000,0.076883,0.360150,0.641649,0.814320,0.905199,0.947308,0.968378,0.977859,0.982836,0.985722,0.987907,1.000000,0.014854,0.030537,0.063990,0.129882,0.238614,0.357042,0.464889,0.556709,0.648447,0.738484,0.847958,1.000000,australia
0.158617,0.318049,0.464218,0.578244,0.656545,0.691045,0.713701,0.746966,0.818110,0.871831,0.919237,1.000000,0.311408,0.675786,0.843353,0.920745,0.955914,0.969482,0.977274,0.980595,0.983332,0.985158,0.986630,1.000000,0.033259,0.083162,0.194404,0.346071,0.493576,0.609288,0.720174,0.829495,0.921002,0.966440,0.986536,1.000000,australia
0.075754,0.217180,0.312294,0.361050,0.395657,0.424201,0.736396,0.956225,0.981625,0.988698,0.991439,1.000000,0.087249,0.168815,0.274195,0.430709,0.696263,0.867154,0.915794,0.946446,0.967343,0.980087,0.987764,1.000000,0.011344,0.073285,0.151837,0.227999,0.296847,0.351961,0.400716,0.450014,0.562118,0.880271,0.931371,1.000000,australia
0.136149,0.236590,0.584571,0.707351,0.739593,0.754976,0.757446,0.762540,0.786115,0.826093,0.835968,1.000000,0.736618,0.848225,0.900372,0.938026,0.968884,0.979537,0.987759,0.991371,0.993059,0.993845,0.994321,1.000000,0.012654,0.030446,0.068895,0.146443,0.248240,0.348531,0.445271,0.556368,0.671717,0.753842,0.783200,1.000000,australia
0.031443,0.282562,0.401158,0.427762,0.443326,0.453458,0.908627,0.973243,0.984118,0.989199,0.993225,1.000000,0.020696,0.078275,0.176940,0.457700,0.738306,0.824597,0.892112,0.938021,0.966435,0.981758,0.989641,1.000000,0.007270,0.099535,0.168492,0.229723,0.294392,0.354021,0.408648,0.453175,0.491289,0.534907,0.805007,1.000000,australia
0.030204,0.249860,0.682029,0.949040,0.977645,0.985440,0.988105,0.990478,0.995608,0.997182,0.997800,1.000000,0.044431,0.193776,0.410949,0.614138,0.795962,0.903244,0.957524,0.974688,0.982312,0.985740,0.987861,1.000000,0.042663,0.102114,0.204432,0.305389,0.389017,0.457158,0.505864,0.547579,0.621004,0.752657,0.908480,1.000000,australia
0.070755,0.166043,0.540799,0.722890,0.825907,0.883580,0.926490,0.939687,0.963887,0.975568,0.978617,1.000000,0.130480,0.343043,0.544143,0.704241,0.817789,0.877021,0.920082,0.940783,0.959279,0.968144,0.974657,1.000000,0.115399,0.254508,0.389696,0.491137,0.573376,0.637006,0.692563,0.744473,0.799184,0.852134,0.910497,1.000000,australia
0.119186,0.491747,0.534428,0.538477,0.540959,0.548324,0.748799,0.978635,0.988093,0.991732,0.993649,1.000000,0.019218,0.059064,0.131731,0.275227,0.530680,0.795936,0.947644,0.969378,0.980115,0.986010,0.989425,1.000000,0.025319,0.060907,0.094843,0.121800,0.149291,0.196996,0.296279,0.430193,0.545120,0.660710,0.950154,1.000000,australia
0.457832,0.751029,0.784642,0.787221,0.788429,0.789042,0.816833,0.961443,0.970219,0.975379,0.981048,1.000000,0.021224,0.154988,0.324656,0.495501,0.695749,0.789169,0.882036,0.947268,0.967910,0.978752,0.984868,1.000000,0.023724,0.068537,0.141321,0.212867,0.289833,0.404678,0.499109,0.609990,0.747304,0.853864,0.973141,1.000000,australia
0.291720,0.373018,0.403551,0.408480,0.410814,0.424914,0.487714,0.733248,0.933202,0.962506,0.968444,1.000000,0.346969,0.495109,0.568776,0.642730,0.788912,0.960713,0.976933,0.980565,0.983627,0.985328,0.987014,1.000000,0.048568,0.119300,0.171602,0.194801,0.317693,0.411839,0.452049,0.532981,0.639455,0.705174,0.875531,1.000000,australia
0.074419,0.235033,0.658505,0.861610,0.876317,0.880795,0.883160,0.885579,0.891286,0.926658,0.958122,1.000000,0.221280,0.458437,0.631039,0.757006,0.863548,0.935770,0.972175,0.985471,0.991083,0.993670,0.995213,1.000000,0.009127,0.027893,0.072530,0.158604,0.304690,0.501462,0.696866,0.831420,0.895014,0.910151,0.920644,1.000000,australia
0.113543,0.254269,0.284759,0.288637,0.290468,0.292500,0.323473,0.673845,0.780738,0.880274,0.925633,1.000000,0.281773,0.519462,0.660224,0.755124,0.821708,0.885381,0.964447,0.983337,0.990531,0.993878,0.995686,1.000000,0.003227,0.008331,0.025210,0.066065,0.151074,0.298848,0.498784,0.652709,0.719192,0.751922,0.779159,1.000000,australia
0.360638,0.491617,0.522997,0.530916,0.540522,0.552569,0.639989,0.978462,0.988876,0.992101,0.994433,1.000000,0.068265,0.149737,0.203824,0.266700,0.358001,0.521715,0.765586,0.941004,0.973195,0.981994,0.986017,1.000000,0.015047,0.032752,0.060445,0.093231,0.136250,0.200467,0.301048,0.432863,0.603624,0.764592,0.897725,1.000000,australia
0.222974,0.298098,0.400082,0.404141,0.405125,0.406555,0.423197,0.641853,0.808456,0.872472,0.896794,1.000000,0.401532,0.594978,0.714157,0.771135,0.829650,0.863441,0.906715,0.930437,0.958124,0.970540,0.977925,1.000000,0.250081,0.343203,0.380864,0.401679,0.414670,0.461990,0.506296,0.569564,0.644482,0.673271,0.723009,1.000000,australia
0.226781,0.552589,0.708480,0.895576,0.945068,0.957018,0.958546,0.958948,0.959505,0.960034,0.962801,1.000000,0.317728,0.413464,0.449440,0.590080,0.771107,0.929199,0.976211,0.987640,0.992762,0.995697,0.997510,1.000000,0.002845,0.035774,0.088452,0.141690,0.207534,0.246325,0.342765,0.482482,0.578412,0.596817,0.677424,1.000000,australia
0.027008,0.145907,0.392407,0.494837,0.634920,0.819992,0.902280,0.955904,0.977808,0.985748,0.990923,1.000000,0.073148,0.249407,0.473538,0.706715,0.882865,0.954867,0.980425,0.989860,0.994247,0.996643,0.998051,1.000000,0.000516,0.010093,0.070340,0.265205,0.521672,0.668027,0.735453,0.773129,0.800582,0.821779,0.848269,1.000000,australia
0.167572,0.544489,0.630879,0.638020,0.640561,0.649241,0.673825,0.902249,0.928667,0.939793,0.948697,1.000000,0.296193,0.483342,0.552769,0.629455,0.760175,0.882504,0.931648,0.956570,0.973083,0.982457,0.992693,1.000000,0.013112,0.047828,0.093144,0.130821,0.160123,0.181676,0.195088,0.238306,0.375785,0.601458,0.871337,1.000000,australia
0.137542,0.451820,0.818539,0.870880,0.882802,0.886339,0.888089,0.890581,0.918223,0.941329,0.961786,1.000000,0.041613,0.179962,0.408236,0.650367,0.825424,0.922075,0.971026,0.990379,0.997344,0.999425,0.999885,1.000000,0.000053,0.007916,0.075861,0.208966,0.384290,0.535842,0.659314,0.757977,0.837430,0.900057,0.951057,1.000000,australia
